,product_id,category,color,size,season,supplier,cost_price,list_price
8881,P008882,Accessories,Blue,S,Summer,suppliera,75.8,104.2
8882,P008883,Dresses,Black,XS,Fall,supplierb,71.0,54.2
8883,P008884,Bottoms,White,XL,Spring,supplierb,68.7,112.3
8884,P008885,Dresses,Blue,L,Summer,supplierb,20.0,176.1
8885,P008886,Dresses,White,S,Spring,supplierb,51.1,173.7
8886,P008887,Shoes,Blue,S,Summer,supplierc,67.6,26.8
8887,P008888,Dresses,Black,L,Winter,supplierd,18.4,102.0
8888,P008889,Bottoms,White,S,Fall,supplierb,76.0,128.2
8889,P008890,Accessories,White,S,Fall,suppliera,76.6,105.5
8890,P008891,Bottoms,Green,XS,Summer,supplierc,42.3,177.2
8891,P008892,Shoes,Red,S,Summer,supplierb,61.1,136.4
8892,P008893,Bottoms,Blue,XL,Winter,supplierb,61.4,47.0
8893,P008894,Tops,Black,XS,Winter,supplierb,10.7,32.4
8894,P008895,Accessories,Green,M,Winter,supplierd,63.0,145.9
8895,P008896,Tops,Green,XL,Winter,supplierd,21.3,77.4
8896,P008897,Tops,Red,M,Summer,supplierc,66.2,65.1
8897,P008898,Shoes,Black,XS,Winter,supplierc,24.5,195.5
8898,P008899,Dresses,Yellow,XL,Summer,supplierc,22.2,90.1
8899,P008900,Tops,Blue,XS,Summer,supplierd,65.9,190.4
8900,P008901,Bottoms,White,M,Fall,supplierd,59.2,39.0
8901,P008902,Dresses,Red,L,Fall,supplierb,23.0,109.9
8902,P008903,Bottoms,White,S,Summer,supplierd,31.1,83.0
8903,P008904,Bottoms,Green,L,Summer,supplierb,69.0,130.4
8904,P008905,Dresses,White,L,Summer,supplierc,47.6,188.0
8905,P008906,Dresses,Blue,XS,Fall,supplierb,52.0,20.2
8906,P008907,Bottoms,Yellow,XS,Summer,supplierc,57.7,190.5
8907,P008908,Shoes,Blue,S,Fall,suppliera,11.2,12.0
8908,P008909,Accessories,Yellow,L,Winter,suppliera,51.4,39.8
8909,P008910,Accessories,White,XL,Fall,supplierc,44.4,190.3
8910,P008911,Shoes,White,XS,Spring,suppliera,42.0,89.1
8911,P008912,Dresses,Red,L,Summer,supplierc,28.9,135.3
8912,P008913,Bottoms,Yellow,M,Winter,supplierd,24.2,83.5
8913,P008914,missing,Blue,XS,Summer,suppliera,65.4,113.2
8914,P008915,Bottoms,White,S,Summer,supplierd,35.7,110.4
8915,P008916,Shoes,Black,L,Fall,supplierb,50.0,60.8
8916,P008917,Bottoms,Red,XS,Summer,supplierb,8.8,160.8
8917,P008918,Shoes,Red,S,Fall,supplierc,24.2,135.5
8918,P008919,Dresses,Red,S,Spring,supplierd,77.4,112.6
8919,P008920,Shoes,Red,M,Summer,suppliera,64.5,158.1
8920,P008921,Shoes,Yellow,S,Summer,supplierd,46.2,149.4
8921,P008922,Accessories,Yellow,XS,Fall,supplierb,44.4,174.8
8922,P008923,Bottoms,White,XS,Summer,supplierb,6.4,92.3
8923,P008924,Accessories,Green,XL,Fall,supplierb,37.0,113.1
8924,P008925,Tops,Black,L,Fall,suppliera,76.1,24.4
8925,P008926,Shoes,Green,L,Spring,supplierb,34.6,173.4
8926,P008927,Tops,Green,M,Spring,supplierc,40.4,81.5
8927,P008928,Accessories,White,L,Summer,suppliera,72.9,40.2
8928,P008929,Bottoms,Red,S,Winter,supplierc,13.5,90.6
8929,P008930,Accessories,Red,XS,Fall,supplierd,29.6,13.7
8930,P008931,Bottoms,White,S,Fall,supplierd,33.9,136.4
8931,P008932,Bottoms,White,L,Fall,supplierb,9.1,142.5
8932,P008933,Dresses,Yellow,XL,Winter,suppliera,41.9,185.0
8933,P008934,missing,Blue,L,Winter,supplierb,58.2,170.0
8934,P008935,Accessories,Red,M,Fall,supplierd,76.1,21.1
8935,P008936,Bottoms,Black,XS,Fall,supplierb,57.4,145.7
8936,P008937,Accessories,Blue,S,Spring,supplierc,32.1,27.3
8937,P008938,Accessories,Green,L,Fall,supplierd,61.7,26.6
8938,P008939,Bottoms,Yellow,XS,Spring,suppliera,50.3,11.1
8939,P008940,Tops,Yellow,S,Summer,supplierc,59.2,34.0
8940,P008941,Shoes,Red,L,Summer,supplierc,54.3,24.1
8941,P008942,Shoes,White,L,Spring,supplierc,40.7,156.2
8942,P008943,Dresses,White,L,Fall,supplierc,71.6,30.2
8943,P008944,Dresses,White,M,Fall,supplierb,74.3,141.8
8944,P008945,Dresses,Red,M,Summer,suppliera,46.5,72.5
8945,P008946,Shoes,Yellow,S,Summer,supplierc,74.2,66.0
8946,P008947,Tops,Black,S,Winter,supplierb,43.1,55.2
8947,P008948,Shoes,White,XS,Summer,supplierb,42.5,189.2
8948,P008949,Shoes,Yellow,XL,Fall,suppliera,25.0,77.0
8949,P008950,Shoes,,XS,Winter,suppliera,47.4,104.2
8950,P008951,Shoes,Green,XL,Summer,supplierc,9.2,106.9
8951,P008952,Tops,Blue,L,Spring,supplierc,78.8,107.0
8952,P008953,Dresses,Red,L,Fall,supplierb,39.4,107.6
8953,P008954,Accessories,Red,XS,Spring,supplierd,68.2,170.7
8954,P008955,Dresses,Yellow,M,Winter,suppliera,71.1,127.5
8955,P008956,Dresses,White,M,Summer,suppliera,75.9,162.0
8956,P008957,Accessories,Blue,S,Summer,supplierb,27.3,144.8
8957,P008958,Shoes,Blue,S,Winter,supplierd,59.4,76.2
8958,P008959,Tops,White,XS,Fall,supplierc,5.7,144.2
8959,P008960,Tops,Black,M,Winter,suppliera,46.8,87.2
8960,P008961,Dresses,Red,L,Spring,supplierb,16.6,167.0
8961,P008962,Accessories,White,L,Summer,supplierd,9.3,49.0
8962,P008963,Bottoms,Yellow,M,Spring,suppliera,29.0,50.9
8963,P008964,Shoes,Black,XS,Winter,supplierd,35.7,49.7
8964,P008965,Dresses,White,S,Fall,supplierd,63.1,158.0
8965,P008966,Tops,Green,XS,Fall,supplierd,37.6,91.1
8966,P008967,Accessories,Black,M,Spring,suppliera,56.8,160.6
8967,P008968,Accessories,Yellow,XS,Winter,supplierb,8.8,170.1
8968,P008969,Dresses,Black,M,Spring,suppliera,78.0,191.6
8969,P008970,Bottoms,Blue,XS,Summer,supplierc,13.4,113.5
8970,P008971,Tops,Red,XL,Summer,supplierd,33.7,60.4
8971,P008972,Dresses,White,L,Spring,supplierb,42.7,87.0
8972,P008973,Bottoms,Yellow,XL,Spring,supplierd,80.0,198.3
8973,P008974,Accessories,Yellow,M,Winter,supplierb,10.1,183.3
8974,P008975,Shoes,White,L,Fall,suppliera,30.3,61.0
8975,P008976,Tops,Red,XL,Spring,supplierc,52.6,108.8
8976,P008977,Tops,Yellow,XS,Fall,supplierb,69.3,137.4
8977,P008978,Bottoms,Yellow,XS,Fall,supplierb,63.2,190.8
8978,P008979,Dresses,Red,L,Winter,supplierd,20.5,148.7
8979,P008980,Accessories,Yellow,M,Winter,supplierd,30.2,97.8
8980,P008981,Bottoms,Yellow,XL,Fall,suppliera,74.2,143.3
8981,P008982,Shoes,Yellow,M,Summer,supplierd,58.8,122.2
8982,P008983,Shoes,Blue,XS,Summer,supplierd,13.5,147.3
8983,P008984,Shoes,Red,S,Summer,supplierb,59.7,198.6
8984,P008985,Bottoms,Green,S,Summer,supplierd,66.4,21.8
8985,P008986,Accessories,Blue,M,Fall,suppliera,24.0,196.4
8986,P008987,Tops,Black,XS,Fall,supplierc,20.3,166.8
8987,P008988,Dresses,Red,XS,Winter,suppliera,13.2,147.1
8988,P008989,Tops,Black,S,Winter,suppliera,66.9,88.2
8989,P008990,Accessories,Blue,S,Spring,supplierc,67.6,57.7
8990,P008991,Tops,Yellow,XL,Summer,suppliera,34.4,195.6
8991,P008992,Bottoms,Green,XL,Spring,suppliera,41.4,164.9
8992,P008993,Shoes,Green,S,Fall,supplierb,77.8,193.8
8993,P008994,Accessories,Red,M,Spring,suppliera,56.6,128.0
8994,P008995,Accessories,Green,L,Spring,suppliera,26.1,98.4
8995,P008996,Tops,Yellow,XS,Summer,suppliera,52.1,196.6
8996,P008997,Bottoms,White,XS,Winter,supplierc,32.8,141.5
8997,P008998,Tops,Yellow,XS,Spring,supplierc,17.3,18.3
8998,P008999,Tops,Blue,XL,Fall,supplierb,74.0,199.4
8999,P009000,Accessories,Yellow,S,Fall,suppliera,59.2,197.8
9000,P009001,Tops,Green,XL,Winter,supplierb,27.0,137.0
9001,P009002,Shoes,Blue,S,Spring,supplierd,72.8,108.8
9002,P009003,Tops,Blue,M,Spring,supplierd,74.3,37.4
9003,P009004,Shoes,Yellow,XL,Summer,supplierc,55.5,19.9
9004,P009005,Accessories,Yellow,S,Summer,supplierd,60.3,118.3
9005,P009006,Bottoms,White,M,Summer,supplierc,49.6,182.1
9006,P009007,Shoes,Yellow,XL,Winter,supplierd,58.7,107.4
9007,P009008,Bottoms,Yellow,XS,Summer,supplierc,52.4,98.0
9008,P009009,Bottoms,Red,M,Winter,suppliera,39.8,85.0
9009,P009010,Shoes,Blue,XL,Spring,suppliera,15.6,41.8
9010,P009011,Accessories,White,S,Summer,suppliera,28.3,176.7
9011,P009012,Dresses,Green,XS,Winter,supplierd,19.7,74.0
9012,P009013,Bottoms,Black,S,Spring,supplierb,14.5,199.9
9013,P009014,Bottoms,Red,L,Summer,supplierc,54.9,46.3
9014,P009015,Accessories,Yellow,L,Summer,supplierd,8.4,190.5
9015,P009016,Accessories,Black,XL,Spring,suppliera,10.1,151.2
9016,P009017,Tops,White,M,Fall,supplierb,9.7,190.4
9017,P009018,Accessories,Blue,M,Fall,supplierd,12.8,104.4
9018,P009019,Bottoms,White,XL,Summer,supplierd,18.6,174.2
9019,P009020,Shoes,Red,XL,Summer,suppliera,62.6,35.0
9020,P009021,Dresses,Red,XS,Winter,supplierb,63.7,20.5
9021,P009022,Tops,Green,S,Fall,supplierd,51.0,90.4
9022,P009023,Shoes,White,S,Winter,supplierb,10.3,182.4
9023,P009024,Dresses,Red,L,Spring,supplierc,6.8,85.3
9024,P009025,Dresses,White,L,Fall,supplierc,22.9,156.1
9025,P009026,Dresses,Green,XL,Summer,suppliera,70.1,98.6
9026,P009027,Shoes,Green,M,Spring,suppliera,49.0,76.7
9027,P009028,Tops,White,M,Spring,supplierc,29.6,82.0
9028,P009029,Tops,Yellow,XS,Winter,suppliera,51.1,13.3
9029,P009030,Dresses,Red,L,Winter,supplierb,33.1,19.0
9030,P009031,Shoes,Blue,XS,Fall,supplierd,36.8,78.8
9031,P009032,Dresses,Yellow,S,Summer,supplierd,17.5,65.7
9032,P009033,Accessories,Blue,XL,Winter,supplierc,58.6,57.8
9033,P009034,Tops,Yellow,M,Spring,supplierd,21.5,87.5
9034,P009035,Bottoms,Green,L,Spring,supplierc,12.9,12.6
9035,P009036,Dresses,Red,L,Fall,supplierc,73.8,178.0
9036,P009037,Accessories,Green,XL,Summer,suppliera,22.6,134.0
9037,P009038,Tops,Green,XL,Spring,supplierd,15.6,31.1
9038,P009039,Shoes,Green,L,Fall,suppliera,71.6,140.1
9039,P009040,Tops,Green,L,Summer,supplierd,6.6,60.0
9040,P009041,Shoes,White,M,Winter,supplierc,14.1,73.0
9041,P009042,Shoes,White,M,Winter,suppliera,7.4,91.0
9042,P009043,Dresses,Red,XL,Fall,supplierd,33.4,118.9
9043,P009044,Dresses,Yellow,S,Fall,supplierc,70.9,12.4
9044,P009045,Tops,Red,S,Fall,supplierc,52.0,143.6
9045,P009046,Accessories,Black,XL,Summer,supplierd,29.8,146.2
9046,P009047,Tops,Blue,XL,Summer,supplierb,22.1,14.5
9047,P009048,Bottoms,White,XS,Summer,supplierb,19.3,36.5
9048,P009049,Shoes,Red,S,Summer,supplierb,30.6,77.0
9049,P009050,Shoes,Yellow,L,Winter,supplierc,77.9,21.6
9050,P009051,Dresses,Green,XS,Winter,supplierb,79.3,95.3
9051,P009052,Accessories,White,XS,Summer,supplierd,40.1,93.6
9052,P009053,Dresses,Blue,XL,Fall,suppliera,25.8,87.6
9053,P009054,Bottoms,White,M,Spring,supplierd,78.8,34.4
9054,P009055,Tops,Yellow,XS,Spring,supplierc,29.8,193.5
9055,P009056,Tops,Blue,XL,Spring,supplierc,33.0,72.3
9056,P009057,Accessories,Black,XS,Winter,supplierc,7.9,157.9
9057,P009058,Dresses,Red,M,Fall,supplierc,33.5,14.3
9058,P009059,Dresses,Yellow,XL,Summer,supplierb,13.4,38.0
9059,P009060,Bottoms,Blue,M,Spring,supplierb,44.4,57.8
9060,P009061,Tops,Black,M,Fall,supplierc,53.6,113.0
9061,P009062,Dresses,Yellow,L,Winter,supplierc,64.5,152.7
9062,P009063,Accessories,Yellow,M,Fall,supplierc,9.0,181.3
9063,P009064,Tops,White,M,Summer,supplierc,44.8,191.9
9064,P009065,Bottoms,Red,M,Summer,supplierd,17.0,174.0
9065,P009066,Accessories,Blue,S,Winter,supplierd,31.2,55.3
9066,P009067,Shoes,Yellow,L,Spring,supplierd,47.8,154.9
9067,P009068,Bottoms,Yellow,S,Fall,supplierd,41.6,79.4
9068,P009069,Accessories,Blue,M,Winter,supplierc,66.3,177.6
9069,P009070,Dresses,Yellow,S,Summer,supplierb,59.7,197.1
9070,P009071,Shoes,Red,XL,Summer,supplierc,40.9,94.6
9071,P009072,Bottoms,Yellow,S,Winter,suppliera,64.3,168.0
9072,P009073,Dresses,White,XL,Summer,supplierc,74.4,130.5
9073,P009074,Shoes,White,XS,Spring,supplierc,66.5,129.7
9074,P009075,Tops,Green,L,Fall,supplierb,28.3,75.3
9075,P009076,Dresses,Yellow,S,Summer,suppliera,59.6,30.5
9076,P009077,Accessories,White,XS,Spring,supplierd,31.6,88.4
9077,P009078,Bottoms,Red,M,Summer,supplierd,51.6,54.6
9078,P009079,Shoes,Black,XL,Winter,supplierb,56.9,15.4
9079,P009080,Dresses,Red,S,Winter,suppliera,28.5,137.0
9080,P009081,Tops,Blue,XS,Winter,suppliera,49.2,111.2
9081,P009082,Bottoms,Yellow,XS,Spring,supplierc,45.0,35.6
9082,P009083,Bottoms,Green,L,Summer,supplierb,49.8,74.1
9083,P009084,Dresses,Green,M,Fall,supplierb,22.4,132.4
9084,P009085,Tops,Black,L,Spring,supplierc,73.2,60.4
9085,P009086,Shoes,Yellow,S,Winter,supplierb,24.4,121.0
9086,P009087,Dresses,Blue,M,Summer,supplierd,10.5,136.5
9087,P009088,Shoes,White,S,Winter,supplierc,58.6,68.7
9088,P009089,Bottoms,White,XL,Summer,supplierd,64.1,117.2
9089,P009090,Shoes,White,S,Winter,supplierc,10.4,130.6
9090,P009091,Tops,Red,M,Winter,suppliera,24.7,105.4
9091,P009092,Accessories,White,S,Winter,supplierd,6.0,12.2
9092,P009093,Tops,Blue,L,Summer,suppliera,8.8,26.9
9093,P009094,Shoes,Green,XS,Winter,supplierc,44.1,156.4
9094,P009095,Dresses,Red,S,Spring,suppliera,59.5,70.4
9095,P009096,Bottoms,White,M,Winter,supplierc,58.0,118.4
9096,P009097,Accessories,Blue,L,Winter,supplierb,58.1,86.5
9097,P009098,Dresses,Black,M,Spring,suppliera,41.2,190.7
9098,P009099,Dresses,Blue,XL,Summer,suppliera,24.9,34.3
9099,P009100,Tops,Green,XS,Winter,supplierc,59.4,29.8
9100,P009101,Shoes,Blue,L,Spring,supplierb,23.1,55.8
9101,P009102,Tops,Blue,XS,Winter,supplierd,20.6,47.6
9102,P009103,Shoes,Red,S,Winter,suppliera,54.5,106.3
9103,P009104,Tops,Green,XS,Winter,suppliera,50.4,79.2
9104,P009105,Dresses,White,S,Summer,supplierd,69.2,149.4
9105,P009106,Bottoms,Green,L,Fall,supplierc,24.2,157.4
9106,P009107,Shoes,Black,M,Spring,supplierd,14.2,179.4
9107,P009108,Accessories,Yellow,L,Fall,supplierb,31.5,20.0
9108,P009109,Accessories,Green,M,Winter,supplierc,68.0,37.5
9109,P009110,Dresses,Red,M,Winter,suppliera,59.2,17.1
9110,P009111,Tops,White,XS,Winter,supplierb,26.6,115.0
9111,P009112,Tops,Green,M,Winter,supplierc,18.0,90.9
9112,P009113,Dresses,Yellow,XL,Spring,supplierb,68.6,198.6
9113,P009114,Accessories,White,XL,Winter,supplierc,9.1,156.6
9114,P009115,Accessories,Red,XS,Spring,suppliera,54.1,193.6
9115,P009116,Tops,Blue,XS,Winter,supplierd,70.8,81.3
9116,P009117,Shoes,Yellow,L,Fall,supplierd,74.2,86.6
9117,P009118,Bottoms,Black,XL,Spring,supplierc,43.5,102.3
9118,P009119,Shoes,Green,XL,Spring,suppliera,5.4,141.7
9119,P009120,Accessories,White,M,Spring,supplierd,19.4,174.2
9120,P009121,Shoes,Green,L,Spring,suppliera,60.3,83.0
9121,P009122,Bottoms,Red,L,Summer,supplierc,45.0,188.7
9122,P009123,Shoes,Blue,L,Fall,supplierb,15.6,194.5
9123,P009124,Shoes,Red,S,Winter,suppliera,77.9,153.0
9124,P009125,Shoes,Yellow,M,Summer,supplierc,66.5,116.4
9125,P009126,Shoes,White,XS,Fall,supplierb,56.9,163.9
9126,P009127,Dresses,Green,L,Summer,supplierb,75.6,73.3
9127,P009128,Accessories,White,M,Summer,supplierb,51.3,107.2
9128,P009129,Bottoms,,M,Spring,supplierc,42.2,179.1
9129,P009130,Accessories,Yellow,M,Fall,supplierc,39.0,82.5
9130,P009131,Dresses,Red,XL,Winter,supplierd,67.5,199.9
9131,P009132,Dresses,,XS,Summer,supplierd,15.8,36.5
9132,P009133,Dresses,White,L,Summer,supplierd,33.5,136.9
9133,P009134,Dresses,Green,XS,Spring,supplierb,70.1,185.5
9134,P009135,Shoes,Black,XS,Winter,supplierc,8.1,53.1
9135,P009136,Accessories,Red,XL,Fall,supplierb,16.6,173.6
9136,P009137,Tops,Red,XS,Spring,supplierb,56.9,138.4
9137,P009138,Bottoms,Black,XS,Fall,supplierb,12.0,196.7
9138,P009139,Dresses,Blue,M,Winter,suppliera,23.1,99.2
9139,P009140,Accessories,Yellow,M,Summer,supplierb,77.1,45.5
9140,P009141,Dresses,White,L,Spring,supplierb,19.0,43.9
9141,P009142,Dresses,Blue,S,Summer,suppliera,22.6,51.8
9142,P009143,Dresses,Green,L,Spring,supplierc,24.1,188.2
9143,P009144,Dresses,White,L,Winter,supplierb,8.1,52.0
9144,P009145,Dresses,White,M,Summer,supplierd,67.0,187.4
9145,P009146,Bottoms,Yellow,XS,Fall,supplierc,22.8,130.7
9146,P009147,Accessories,White,XL,Summer,supplierc,51.0,88.2
9147,P009148,Dresses,Black,L,Winter,supplierb,34.6,40.3
9148,P009149,Dresses,Red,S,Spring,suppliera,48.9,105.8
9149,P009150,Dresses,Black,L,Summer,supplierc,29.5,100.0
9150,P009151,Dresses,Black,XS,Fall,supplierb,5.7,168.4
9151,P009152,Shoes,Black,L,Winter,supplierc,50.4,43.0
9152,P009153,Shoes,Blue,XS,Fall,suppliera,63.6,95.2
9153,P009154,Tops,Black,XS,Summer,supplierc,35.4,14.8
9154,P009155,missing,Red,XL,Spring,suppliera,27.3,85.6
9155,P009156,Tops,White,XL,Fall,supplierd,33.2,96.8
9156,P009157,Bottoms,Blue,L,Spring,supplierb,10.6,134.9
9157,P009158,Tops,Yellow,XL,Fall,supplierc,77.9,81.9
9158,P009159,Accessories,Black,S,Spring,suppliera,35.2,185.3
9159,P009160,Shoes,Black,M,Spring,supplierc,28.1,169.0
9160,P009161,Shoes,White,L,Spring,supplierd,25.2,110.4
9161,P009162,Dresses,White,XL,Winter,supplierc,17.4,39.6
9162,P009163,Dresses,Yellow,S,Summer,supplierc,74.9,46.5
9163,P009164,Bottoms,Blue,M,Spring,supplierc,54.5,143.6
9164,P009165,Bottoms,Yellow,S,Winter,suppliera,68.8,185.3
9165,P009166,Accessories,Yellow,L,Summer,supplierc,77.1,86.0
9166,P009167,Dresses,Red,M,Spring,supplierb,23.3,146.0
9167,P009168,Dresses,Blue,XL,Fall,supplierc,47.7,129.9
9168,P009169,Bottoms,White,XS,Fall,supplierb,73.8,142.6
9169,P009170,Bottoms,Red,XL,Winter,supplierd,44.1,126.7
9170,P009171,Bottoms,Black,XS,Summer,supplierc,64.0,155.8
9171,P009172,Shoes,,S,Winter,supplierb,54.7,10.4
9172,P009173,Tops,Black,XS,Spring,supplierd,71.4,75.6
9173,P009174,Tops,Green,XS,Winter,supplierd,76.1,67.1
9174,P009175,Dresses,White,S,Spring,supplierc,11.3,37.0
9175,P009176,Shoes,Green,S,Spring,supplierc,11.2,82.5
9176,P009177,Bottoms,Blue,XS,Fall,supplierc,14.4,66.9
9177,P009178,Dresses,Blue,XS,Summer,suppliera,66.8,90.5
9178,P009179,Shoes,Yellow,L,Winter,supplierb,38.6,12.4
9179,P009180,Accessories,Red,XL,Spring,supplierb,63.6,120.7
9180,P009181,Shoes,Yellow,M,Fall,supplierd,54.5,53.8
9181,P009182,Dresses,White,S,Fall,supplierb,65.5,154.0
9182,P009183,Tops,Red,S,Spring,supplierb,47.5,11.4
9183,P009184,Bottoms,Red,XS,Winter,suppliera,41.7,82.8
9184,P009185,Accessories,Blue,S,Summer,suppliera,79.6,95.8
9185,P009186,Shoes,Blue,XL,Winter,suppliera,5.9,79.1
9186,P009187,Dresses,Yellow,L,Summer,supplierb,45.5,165.6
9187,P009188,Dresses,White,L,Summer,supplierb,72.8,182.8
9188,P009189,Bottoms,Blue,XS,Winter,supplierd,8.2,114.7
9189,P009190,Dresses,White,XS,Summer,supplierd,63.8,22.4
9190,P009191,Dresses,Green,M,Summer,supplierd,29.5,60.7
9191,P009192,Bottoms,Yellow,XL,Winter,supplierb,47.3,33.7
9192,P009193,Accessories,Black,S,Winter,supplierc,72.5,164.5
9193,P009194,Tops,Yellow,XS,Winter,suppliera,56.5,21.8
9194,P009195,Tops,Green,M,Winter,suppliera,14.6,175.3
9195,P009196,Shoes,Blue,L,Winter,supplierc,33.4,145.3
9196,P009197,Accessories,Black,S,Fall,suppliera,48.0,136.4
9197,P009198,Shoes,Black,L,Winter,supplierd,38.6,90.8
9198,P009199,Tops,Yellow,L,Fall,suppliera,25.4,25.9
9199,P009200,Bottoms,Yellow,XL,Spring,supplierb,51.0,104.4
9200,P009201,Dresses,Red,XS,Summer,supplierc,53.4,24.6
9201,P009202,Tops,Black,XS,Spring,suppliera,62.7,169.2
9202,P009203,Accessories,White,XS,Winter,supplierd,10.1,75.7
9203,P009204,Tops,Blue,L,Spring,supplierb,70.4,107.3
9204,P009205,Accessories,Blue,M,Summer,supplierc,27.9,101.7
9205,P009206,Accessories,Red,XL,Fall,supplierc,39.1,197.0
9206,P009207,Accessories,,XL,Winter,suppliera,76.6,106.5
9207,P009208,Shoes,Yellow,L,Spring,supplierb,26.0,44.7
9208,P009209,Bottoms,Red,XS,Fall,suppliera,59.6,149.6
9209,P009210,Tops,Blue,M,Winter,supplierc,11.0,163.5
9210,P009211,Bottoms,Red,XS,Spring,supplierd,42.6,142.1
9211,P009212,Dresses,Black,XL,Winter,supplierc,53.9,137.1
9212,P009213,Tops,Black,M,Summer,supplierc,61.5,14.0
9213,P009214,Bottoms,White,S,Fall,supplierb,7.8,80.5
9214,P009215,Bottoms,Yellow,S,Summer,supplierb,35.5,45.6
9215,P009216,Dresses,Red,L,Fall,supplierb,13.2,66.2
9216,P009217,Accessories,Blue,S,Spring,supplierd,13.3,109.0
9217,P009218,Tops,Yellow,XL,Winter,supplierb,65.5,153.3
9218,P009219,Tops,Yellow,XL,Winter,supplierb,72.8,47.8
9219,P009220,Dresses,Green,S,Spring,supplierb,5.3,168.2
9220,P009221,Accessories,Blue,L,Winter,suppliera,72.2,93.0
9221,P009222,Tops,Yellow,L,Winter,supplierd,58.2,59.2
9222,P009223,Tops,Green,M,Winter,supplierb,52.4,134.3
9223,P009224,Tops,Green,S,Spring,supplierb,41.9,62.4
9224,P009225,Accessories,White,S,Spring,suppliera,76.8,73.1
9225,P009226,Dresses,Green,XL,Fall,supplierc,76.8,89.5
9226,P009227,Tops,Black,S,Spring,supplierc,68.9,108.2
9227,P009228,Bottoms,Black,XS,Summer,supplierc,75.5,125.1
9228,P009229,Accessories,Yellow,L,Fall,supplierc,66.3,81.0
9229,P009230,Shoes,White,L,Winter,supplierd,67.2,12.6
9230,P009231,Dresses,Blue,M,Winter,supplierb,9.4,78.0
9231,P009232,Bottoms,Blue,S,Winter,supplierb,32.3,45.6
9232,P009233,Tops,Yellow,L,Spring,suppliera,15.4,52.0
9233,P009234,Shoes,Yellow,S,Summer,supplierc,59.2,36.5
9234,P009235,Dresses,Blue,XL,Winter,supplierb,70.0,83.7
9235,P009236,Accessories,Blue,L,Winter,supplierd,22.9,159.2
9236,P009237,Shoes,Black,S,Spring,suppliera,12.5,15.3
9237,P009238,Shoes,Black,S,Winter,supplierd,77.2,97.6
9238,P009239,Bottoms,White,M,Fall,supplierb,31.6,193.3
9239,P009240,Dresses,White,L,Summer,supplierb,55.8,82.3
9240,P009241,Bottoms,White,XS,Winter,supplierd,12.9,124.3
9241,P009242,Bottoms,Blue,L,Fall,supplierc,26.0,38.1
9242,P009243,Tops,Blue,XL,Spring,supplierd,78.1,15.6
9243,P009244,Accessories,Black,S,Summer,supplierd,23.0,31.9
9244,P009245,Shoes,Black,L,Winter,supplierb,17.9,52.5
9245,P009246,Dresses,Red,S,Summer,supplierb,14.9,45.6
9246,P009247,Accessories,,M,Winter,supplierc,14.4,28.4
9247,P009248,Accessories,Yellow,M,Winter,supplierd,73.0,146.2
9248,P009249,Dresses,Blue,L,Spring,supplierc,40.8,136.5
9249,P009250,Accessories,Yellow,M,Spring,supplierb,16.7,118.6
9250,P009251,Tops,Black,S,Fall,supplierd,21.8,160.4
9251,P009252,Accessories,Blue,XL,Spring,supplierc,11.4,39.2
9252,P009253,Tops,Yellow,L,Spring,supplierd,62.4,26.2
9253,P009254,Shoes,Yellow,XL,Fall,supplierb,28.9,131.6
9254,P009255,Shoes,Green,M,Fall,supplierd,21.5,77.8
9255,P009256,Bottoms,Red,M,Fall,supplierc,57.8,98.3
9256,P009257,Tops,White,S,Spring,supplierb,32.2,131.8
9257,P009258,Shoes,Blue,L,Summer,supplierd,67.4,110.7
9258,P009259,Accessories,Green,L,Winter,suppliera,62.6,143.6
9259,P009260,Dresses,White,XS,Fall,supplierc,56.3,52.3
9260,P009261,Dresses,Yellow,S,Spring,suppliera,59.5,146.6
9261,P009262,Tops,Green,L,Winter,supplierb,23.4,197.0
9262,P009263,Bottoms,Black,XL,Spring,supplierb,37.0,125.2
9263,P009264,Accessories,Black,M,Summer,supplierc,56.3,163.9
9264,P009265,Tops,Black,XL,Summer,supplierc,15.2,68.5
9265,P009266,Dresses,Yellow,M,Winter,supplierd,70.0,125.3
9266,P009267,Tops,White,S,Winter,suppliera,47.6,70.3
9267,P009268,Accessories,White,L,Fall,supplierd,63.3,14.6
9268,P009269,Shoes,Black,M,Fall,suppliera,22.3,84.1
9269,P009270,Accessories,Yellow,S,Fall,supplierc,79.4,105.7
9270,P009271,Shoes,White,XL,Winter,supplierc,8.4,14.8
9271,P009272,Shoes,Black,M,Spring,supplierc,26.7,10.8
9272,P009273,Shoes,Blue,L,Winter,supplierb,6.2,63.3
9273,P009274,Tops,Black,XL,Summer,suppliera,21.7,38.9
9274,P009275,Dresses,Yellow,S,Summer,supplierb,21.4,193.3
9275,P009276,Tops,Red,XL,Summer,supplierc,75.6,144.1
9276,P009277,Dresses,Blue,M,Spring,supplierb,50.0,45.0
9277,P009278,Accessories,Yellow,XS,Winter,supplierd,10.8,92.2
9278,P009279,Bottoms,Black,XS,Summer,supplierd,21.6,82.3
9279,P009280,Accessories,Red,L,Winter,suppliera,32.9,161.3
9280,P009281,Tops,Black,S,Winter,supplierc,7.6,64.0
9281,P009282,Tops,Blue,L,Summer,supplierd,50.2,176.3
9282,P009283,Dresses,Black,M,Summer,supplierc,78.1,12.1
